idade,data,endereco,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
18,22/04/2005,"Área Melo, 72
Marieta 1ª Seção
97920-836 Correia da Prata / RN",Espírito Santo,2631.99,Ensino Fundamental,0,Casado,Educação
55,03/01/1969,"Área Rafaela Mendes, 93
Bonsucesso
89798285 Pires / RJ",Amazonas,10424.36,Ensino Médio,2,Casado,Tecnologia
61,19/10/1962,"Quadra Ramos, 65
Belvedere
55990924 Ferreira da Serra / ES",Mato Grosso do Sul,7917.1,Ensino Superior,1,Casado,Comércio
63,17/12/1960,"Passarela da Conceição, 50
São Gonçalo
18935032 Fernandes de Gomes / TO",Rondônia,7761.87,Ensino Superior,0,Casado,Educação
27,21/03/1997,"Feira Anthony Viana
Vila São Dimas
43023369 Martins / GO",Goiás,2825.37,Ensino Fundamental,0,Solteiro,Comércio
18,08/04/2006,"Parque de Oliveira, 52
Jonas Veiga
27425451 Silva / PE",Rio de Janeiro,3707.52,Ensino Médio,1,Solteiro,Comércio
22,12/12/2001,"Residencial Pedro Lucas da Rosa
Vila Madre Gertrudes 4ª Seção
27873-112 da Rocha / AL",Maranhão,7663.09,Ensino Superior,0,Solteiro,Saúde
55,09/04/1969,"Recanto Marcela Novaes, 2
Vila Jardim São José
02993-825 Pires / AL",Sergipe,5368.66,Ensino Médio,0,Solteiro,Educação
37,08/10/1986,"Largo Giovanna Duarte, 77
Estrela
20328973 Nascimento de Moreira / AC",Tocantins,5054.82,Ensino Médio,0,Solteiro,Educação
65,02/03/1959,"Conjunto Ribeiro
Virgínia
59084333 Santos / DF",Paraíba,6092.38,Ensino Superior,0,Solteiro,Saúde
40,30/03/1984,"Lago de das Neves, 1
Baleia
27460975 Aragão / AM",Tocantins,8944.97,Pós-graduação,0,Casado,Comércio
20,02/09/2003,"Campo Barros, 395
Calafate
29831093 da Cunha / BA",Tocantins,5300.81,Ensino Superior,1,Casado,Indústria
53,28/06/1970,"Esplanada Barros, 27
Vila Coqueiral
21295-109 Novaes / MG",Minas Gerais,15998.92,Ensino Superior,3,Solteiro,Tecnologia
25,24/12/1998,"Pátio de Fernandes, 211
Cenaculo
40704-721 Viana / AP",Pernambuco,7606.63,Ensino Superior,2,Viúvo,Indústria
44,29/02/1980,"Favela Pinto, 1
Nova Vista
16243-338 Rodrigues de Fernandes / RS",Acre,4649.26,Ensino Fundamental,1,Viúvo,Comércio
33,16/02/1991,"Parque Nunes, 84
Caetano Furquim
83630603 Fogaça / RN",Rio Grande do Norte,5442.87,Ensino Superior,4,Casado,Indústria
56,05/07/1967,"Jardim de Moraes, 69
Marajó
73252025 Fernandes / TO",Rio Grande do Norte,7034.73,Ensino Médio,1,Casado,Educação
29,14/04/1994,"Morro Fogaça, 40
Alípio De Melo
82909763 Nunes / SP",Distrito Federal,4330.28,Ensino Médio,0,Solteiro,Saúde
20,21/01/2004,"Conjunto Felipe Freitas, 39
Vila Paris
61440-198 Silveira da Serra / AL",Paraíba,11513.96,Ensino Superior,1,Solteiro,Tecnologia
61,18/04/1962,"Vila de Viana, 899
São Benedito
74861510 Caldeira da Prata / SC",Sergipe,6965.57,Ensino Superior,1,Casado,Indústria
86,24/05/1937,"Avenida Renan Souza
Floramar
17017049 Teixeira das Flores / PB",São Paulo,8635.6,Ensino Médio,1,Casado,Tecnologia
56,01/09/1967,"Trecho Sophie Costa, 43
Casa Branca
14103-574 Nascimento de da Luz / PE",Rio Grande do Norte,8166.49,Ensino Médio,0,Solteiro,Educação
47,07/06/1976,"Área de Alves, 9
Alto Das Antenas
87529714 Araújo da Prata / RO",Pará,14841.48,Pós-graduação,0,Casado,Indústria
33,30/11/1990,"Distrito Cardoso, 6
Álvaro Camargos
09301576 Ferreira / PR",Espírito Santo,3996.93,Ensino Médio,0,Casado,Educação
26,29/10/1997,"Rua de das Neves, 27
Nova Gameleira
07864-562 Duarte de Sales / RO",Maranhão,9292.17,Ensino Médio,0,Casado,Tecnologia
43,21/12/1980,"Viaduto Viana, 76
Vila Mantiqueira
76778-073 Carvalho de Jesus / RN",Goiás,4682.95,Ensino Fundamental,2,Solteiro,Comércio
44,23/01/1980,"Estação Otávio Fogaça, 499
São Damião
06244277 Pinto / DF",Maranhão,15165.48,Ensino Superior,1,Solteiro,Saúde
36,21/10/1987,"Esplanada de Oliveira, 1
Vila Cloris
77247743 Freitas / SP",Paraíba,5464.54,Ensino Médio,1,Casado,Tecnologia
23,21/03/2001,"Colônia de Aragão, 9
Santa Margarida
42066391 Cardoso / BA",Ceará,6713.49,Ensino Médio,0,Casado,Saúde
43,04/12/1980,"Núcleo de das Neves
Bonfim
20095315 Nunes / PA",Minas Gerais,7056.88,Ensino Superior,1,Casado,Comércio
24,25/06/1999,"Passarela Isabella Alves
Vila Bandeirantes
53464-435 Santos / SE",Roraima,7513.24,Ensino Superior,1,Solteiro,Educação
40,22/11/1983,"Lagoa Castro, 86
Vitoria Da Conquista
08360253 Melo / AL",Maranhão,8935.31,Ensino Superior,4,Solteiro,Educação
24,25/10/1999,"Parque Alice Rocha, 546
Coração Eucarístico
30012465 Fogaça / DF",Paraná,4220.7,Ensino Fundamental,3,Casado,Tecnologia
46,02/08/1977,"Rua Thales da Paz, 8
Santa Cruz
04151-930 Souza do Galho / BA",Ceará,2546.32,Ensino Fundamental,1,Casado,Comércio
42,07/05/1981,"Trecho Luana Peixoto, 23
Ápia
57831508 Pereira dos Dourados / MT",Acre,4320.31,Ensino Fundamental,0,Divorciado,Comércio
53,05/01/1971,"Vila de Nunes, 99
Conjunto Providencia
23601093 Nunes Paulista / MT",Bahia,5183.95,Ensino Médio,1,Casado,Indústria
22,25/01/2002,"Lagoa Carvalho, 770
Boa Vista
14714834 Peixoto do Sul / RN",Minas Gerais,4381.01,Ensino Médio,0,Casado,Comércio
55,15/09/1968,"Vale Cecília da Cruz, 7
Ventosa
04128030 Dias / SE",Maranhão,9152.19,Ensino Médio,2,Casado,Tecnologia
32,14/11/1991,"Vereda Santos, 22
Vista Do Sol
92430-451 Ramos / RS",Alagoas,8379.42,Pós-graduação,0,Divorciado,Tecnologia
64,24/03/1960,"Residencial Vitória Pires, 7
Marieta 1ª Seção
96286-413 Alves do Amparo / MT",Amazonas,18149.85,Ensino Superior,0,Casado,Indústria
40,18/06/1983,"Jardim Novaes, 9
Álvaro Camargos
35609676 Araújo Grande / MT",Piauí,3330.73,Ensino Fundamental,1,Casado,Comércio
56,16/08/1967,"Pátio de Ramos, 92
Vila Puc
15526180 Pereira dos Dourados / PA",Distrito Federal,5387.76,Ensino Fundamental,1,Casado,Comércio
38,16/02/1986,"Parque Pinto, 63
Suzana
30535-157 da Rosa do Sul / DF",Mato Grosso,5996.64,Ensino Médio,0,Casado,Educação
20,10/05/2003,"Trecho de Gomes, 3
Nossa Senhora Da Conceição
10543-618 Fernandes do Norte / RN",Pernambuco,6437.18,Ensino Médio,2,Divorciado,Saúde
48,31/08/1975,"Pátio Larissa Moreira, 204
Braúnas
81756024 Campos / BA",Amazonas,8718.06,Ensino Superior,1,Solteiro,Saúde
25,25/01/1999,"Jardim João Miguel Duarte, 57
Vila Madre Gertrudes 2ª Seção
16997945 Gonçalves da Serra / MS",Rio de Janeiro,6476.37,Ensino Médio,0,Casado,Saúde
30,29/09/1993,"Vale Martins
Vila Nova Dos Milionarios
46572-999 Pires / AP",Roraima,1999.01,Ensino Fundamental,2,Solteiro,Educação
35,13/03/1989,"Conjunto de Aragão, 3
Santa Cruz
18479202 Teixeira / SC",Goiás,7486.79,Ensino Superior,0,Solteiro,Indústria
25,01/08/1998,"Jardim de Silveira, 18
Santa Amelia
73956726 Pinto / MA",Paraíba,9353.0,Ensino Médio,0,Casado,Tecnologia
82,27/12/1941,"Avenida Thales Pereira, 384
Alto Caiçaras
61455-929 Caldeira / DF",Rio Grande do Sul,8983.86,Ensino Superior,0,Solteiro,Educação
40,15/09/1983,"Campo Leandro Cunha, 32
Bela Vitoria
07967534 Viana de Goiás / AP",São Paulo,3206.84,Ensino Fundamental,1,Casado,Saúde
20,07/08/2003,"Parque de Pinto, 751
Vila Aeroporto Jaraguá
42215-078 Cavalcanti do Oeste / PA",São Paulo,2337.11,Ensino Médio,2,Solteiro,Indústria
37,17/01/1987,"Estrada Martins, 78
Vitoria Da Conquista
93493-748 Oliveira de Cunha / SE",Pará,10893.21,Ensino Médio,3,Solteiro,Tecnologia
38,31/05/1985,"Trevo de Souza, 897
Acaiaca
33084-522 Mendes / TO",Pernambuco,9980.62,Ensino Superior,0,Casado,Saúde
81,16/04/1942,"Campo Davi Lucca Ferreira, 98
Vila Paris
10647354 Freitas da Serra / SP",São Paulo,7463.72,Ensino Médio,1,Casado,Indústria
58,10/11/1965,"Campo Sales, 90
Vila Atila De Paiva
70253131 Nascimento / AM",Paraná,7706.67,Ensino Superior,1,Viúvo,Indústria
21,18/05/2002,"Conjunto de Moura, 3
Cardoso
46383345 da Rosa de Barros / TO",Mato Grosso do Sul,4759.61,Ensino Médio,0,Casado,Educação
31,14/10/1992,"Quadra Mendes, 278
Conjunto Capitão Eduardo
13738-741 da Paz / TO",Rio de Janeiro,6474.62,Ensino Superior,1,Solteiro,Educação
40,07/04/1984,"Setor Heitor da Rosa
Maravilha
98488-238 Cavalcanti de Goiás / MA",Rio Grande do Norte,5233.22,Ensino Médio,1,Casado,Educação
41,29/11/1982,"Jardim Vieira, 83
Ademar Maldonado
29734-419 da Rosa de da Mota / RO",Pará,4340.31,Ensino Médio,0,Solteiro,Educação
42,24/12/1981,"Alameda da Cunha, 48
Venda Nova
19236650 da Cunha do Sul / SC",Distrito Federal,9790.24,Ensino Médio,2,Solteiro,Indústria
29,12/05/1994,"Morro Luiz Henrique Nogueira, 4
Bonsucesso
03207-698 Vieira / RJ",Paraíba,5691.87,Ensino Superior,1,Casado,Comércio
23,06/04/2001,"Estrada Marcela Barbosa, 26
Vila Nova Gameleira 1ª Seção
83992-071 Pires / SP",Distrito Federal,3088.84,Ensino Médio,0,Solteiro,Educação
56,26/03/1968,"Distrito Daniel Sales, 85
Teixeira Dias
06726-486 Castro / AC",Pernambuco,4831.98,Ensino Fundamental,1,Casado,Tecnologia
36,10/11/1987,"Praça da Conceição, 89
Jardim Montanhês
25850960 da Mata / AP",Mato Grosso do Sul,3979.12,Ensino Médio,1,Casado,Indústria
25,03/12/1998,"Estação de Duarte, 60
Vila Barragem Santa Lúcia
28700-874 Carvalho / CE",São Paulo,3787.34,Ensino Médio,2,Solteiro,Indústria
34,17/12/1989,"Estação das Neves, 7
Novo Glória
62352346 da Rosa / MA",Roraima,6842.49,Ensino Médio,1,Divorciado,Educação
25,10/08/1998,"Esplanada de Oliveira, 45
Apolonia
96265-977 Carvalho / TO",Bahia,3376.97,Ensino Fundamental,1,Casado,Comércio
50,20/01/1974,"Travessa Alves
Vila Ipiranga
18307135 Duarte do Norte / AL",Sergipe,4252.23,Ensino Médio,1,Solteiro,Educação
41,11/08/1982,"Aeroporto de Lima, 8
Vila Pinho
85622971 da Rosa Grande / AC",Minas Gerais,6153.98,Ensino Superior,1,Solteiro,Indústria
40,03/02/1984,"Recanto Francisco da Cunha, 21
Gutierrez
89255-633 Barros / PB",Pará,5897.44,Ensino Médio,0,Casado,Comércio
21,26/03/2003,"Área João Guilherme Porto, 766
Vila Independencia 1ª Seção
92716-873 Cunha de Fernandes / RN",Rondônia,2664.63,Ensino Médio,0,Solteiro,Indústria
35,01/03/1989,"Fazenda Luna Martins, 9
Nova America
73539-773 Martins / AP",São Paulo,3171.49,Ensino Fundamental,4,Solteiro,Educação
19,15/08/2004,"Área de Jesus, 60
Vila São Gabriel
75138-525 Porto de Viana / RR",Rio Grande do Norte,10868.65,Pós-graduação,0,Casado,Comércio
38,16/12/1985,"Fazenda de da Rocha, 89
Granja Werneck
63154182 Duarte / PR",Bahia,10201.08,Ensino Médio,0,Casado,Saúde
69,24/05/1954,"Campo Vitor Farias, 25
Biquinhas
58820-252 Fogaça / SE",Ceará,2809.44,Ensino Médio,3,Solteiro,Indústria
77,07/09/1946,"Travessa João Felipe Sales
Vila Boa Vista
52311890 Ribeiro / CE",Rondônia,6953.61,Ensino Médio,1,Casado,Comércio
22,14/12/2001,"Alameda de da Paz, 97
Dom Bosco
49425-721 Nascimento / RN",Distrito Federal,4376.94,Ensino Médio,1,Divorciado,Saúde
60,26/12/1963,"Travessa Raquel Barbosa, 53
Inconfidência
52314-745 da Rocha / RN",Rio de Janeiro,8211.39,Ensino Médio,4,Casado,Saúde
33,22/11/1990,"Fazenda Bianca da Paz, 77
Frei Leopoldo
00411177 Cardoso / MA",Rio de Janeiro,11228.11,Ensino Superior,1,Solteiro,Tecnologia
55,06/09/1968,"Jardim Isadora Cardoso, 5
Havaí
60121-642 Jesus da Serra / BA",Sergipe,11995.48,Ensino Médio,0,Solteiro,Indústria
58,21/07/1965,"Viela João Pedro Barros, 22
Itatiaia
13272-741 Moraes / ES",Ceará,6203.27,Ensino Médio,0,Casado,Indústria
35,16/12/1988,"Chácara Azevedo, 833
Acaiaca
10501416 Barbosa Grande / PR",Amapá,5898.66,Ensino Médio,0,Solteiro,Indústria
53,14/05/1970,"Estação Viana, 56
Dona Clara
69152562 Pires / RO",Alagoas,6039.77,Ensino Médio,3,Casado,Comércio
19,26/05/2004,"Vila Luiz Miguel Nunes, 698
Vila Fumec
79752724 Viana / RN",Paraná,1950.34,Ensino Fundamental,0,Casado,Comércio
27,14/12/1996,"Viela Peixoto
Tiradentes
10951-969 Jesus / CE",Goiás,1565.75,Ensino Fundamental,1,Casado,Educação
39,14/11/1984,"Morro Luiz Otávio Almeida, 782
Barreiro
12332518 Porto / SC",Santa Catarina,5189.4,Ensino Superior,0,Casado,Saúde
48,17/12/1975,"Viela de Freitas, 33
Conjunto Novo Dom Bosco
63729773 da Costa de da Cruz / DF",Sergipe,10849.88,Ensino Superior,0,Casado,Comércio
30,15/05/1993,"Trevo de Cunha, 27
Vila Minaslandia
45695733 Alves / PE",Rondônia,9068.23,Ensino Médio,0,Casado,Tecnologia
30,06/02/1994,"Colônia Mendes, 18
Nossa Senhora Da Aparecida
40129-917 Jesus de da Rosa / RS",Mato Grosso do Sul,10909.45,Ensino Superior,3,Casado,Indústria
35,18/03/1989,"Conjunto de da Cunha, 88
Capitão Eduardo
15288-641 da Cruz / SE",Espírito Santo,4110.55,Ensino Médio,1,Solteiro,Indústria
36,20/05/1987,"Área Murilo Santos, 9
Bela Vitoria
50395-786 Almeida da Serra / BA",Distrito Federal,9593.25,Ensino Superior,1,Casado,Comércio
49,27/10/1974,"Alameda Pedro Henrique Costa, 20
Vila Nova Dos Milionarios
42982462 Costela de Martins / PR",São Paulo,4559.2,Ensino Médio,1,Casado,Saúde
56,13/07/1967,"Ladeira Silveira, 373
Nova Cachoeirinha
17648-244 Freitas / RS",Bahia,5946.91,Ensino Médio,0,Casado,Tecnologia
20,18/11/2003,"Aeroporto Vicente Araújo
Venda Nova
26300-780 da Paz / PA",Rio Grande do Sul,5103.58,Ensino Médio,0,Solteiro,Tecnologia
23,20/03/2001,"Viela Enzo Silveira, 99
Vila Independencia 3ª Seção
00595454 da Costa Paulista / CE",Mato Grosso,3085.31,Ensino Médio,0,Casado,Educação
37,21/02/1987,"Residencial Souza, 30
Acaiaca
09270026 Barros de Souza / MS",Tocantins,4747.81,Ensino Superior,3,Casado,Indústria
26,06/05/1997,"Núcleo Rocha
Vila Aeroporto
17823-690 Freitas / RN",Minas Gerais,3158.98,Ensino Médio,1,Casado,Educação
18,14/10/2005,"Fazenda de Barros, 9
Canaa
48834830 Silva Grande / BA",Minas Gerais,3555.04,Ensino Médio,1,Divorciado,Indústria
57,09/05/1966,"Largo de Silva
Vila Jardim Alvorada
76987-776 da Luz / SC",Rio Grande do Norte,17183.66,Pós-graduação,1,Casado,Tecnologia
45,20/03/1979,"Passarela Correia, 27
Jardim América
48571729 Costela / SP",Rio de Janeiro,8584.42,Ensino Médio,1,Casado,Tecnologia
58,12/01/1966,"Travessa Gabriela Costa, 6
Vale Do Jatoba
68801204 Campos de Cavalcanti / AM",Rio de Janeiro,3534.69,Ensino Médio,1,Casado,Educação
51,26/02/1973,"Colônia de Pires, 676
Jardim América
87793536 Azevedo dos Dourados / AM",Rondônia,2956.6,Ensino Fundamental,0,Casado,Tecnologia
26,24/09/1997,"Chácara de Caldeira, 66
Braúnas
01376-328 Ramos Paulista / PB",Amapá,4889.68,Ensino Médio,0,Casado,Comércio
44,03/09/1979,"Vale Almeida, 24
São Jorge 2ª Seção
40657-739 Pinto de Cunha / RJ",Pará,8981.9,Pós-graduação,0,Casado,Comércio
34,05/12/1989,"Chácara Caldeira, 48
Boa Esperança
87362856 Rezende / AL",Distrito Federal,8713.7,Ensino Superior,1,Casado,Saúde
38,11/01/1986,"Rodovia Arthur Duarte, 52
Jardim Felicidade
67813920 Pinto do Sul / ES",Maranhão,12817.82,Ensino Superior,0,Solteiro,Saúde
31,22/01/1993,"Avenida João Guilherme Cardoso, 26
Alto Dos Pinheiros
53717-234 Costa do Campo / TO",Amapá,9518.92,Ensino Superior,1,Casado,Educação
28,23/08/1995,"Quadra Rezende, 92
Conjunto Minas Caixa
67422-194 Fernandes da Serra / MS",Goiás,8282.27,Ensino Médio,0,Solteiro,Indústria
62,06/10/1961,"Recanto Rodrigues, 55
Senhor Dos Passos
60366-788 Jesus / CE",Rio Grande do Norte,9843.84,Ensino Superior,0,Casado,Comércio
40,08/02/1984,"Setor de Almeida, 77
Belvedere
68151-737 Araújo do Norte / PE",Alagoas,7106.89,Ensino Médio,2,Solteiro,Tecnologia
47,12/08/1976,"Viaduto Joana Aragão, 13
Grotinha
06438713 Viana do Sul / AL",Rio Grande do Norte,4096.47,Ensino Médio,5,Casado,Comércio
21,04/04/2003,"Loteamento Calebe Duarte
Chácara Leonina
30592-839 Pires / RS",Acre,4155.63,Ensino Médio,0,Casado,Saúde
28,31/01/1996,"Aeroporto de Souza, 39
Jardim São José
88416925 Cavalcanti / CE",Roraima,12659.9,Ensino Superior,1,Divorciado,Tecnologia
59,06/10/1964,"Recanto Ferreira, 644
Barroca
12342-752 Rocha / RJ",Goiás,10958.41,Ensino Médio,0,Viúvo,Indústria
36,05/04/1988,"Praça Enzo Rocha, 64
Serra
66044224 da Mota / PE",Espírito Santo,3616.89,Ensino Fundamental,3,Solteiro,Educação
30,10/01/1994,"Setor de Mendes, 9
Monsenhor Messias
44624-612 Rezende Paulista / SP",Distrito Federal,6137.03,Ensino Médio,0,Casado,Educação
27,07/04/1997,"Esplanada Caldeira, 905
Pirineus
12299532 Campos / SE",Rondônia,3489.39,Ensino Médio,2,Casado,Saúde
65,14/11/1958,"Jardim Thomas Silveira, 472
Minaslandia
86182757 Vieira / RR",Rio de Janeiro,6419.43,Ensino Médio,1,Casado,Comércio
25,09/12/1998,"Lagoa de Cunha, 220
São Sebastião
45956-863 Duarte / ES",Rio de Janeiro,5166.93,Ensino Médio,1,Divorciado,Indústria
29,01/12/1994,"Avenida Oliveira, 17
Vila Pilar
65901-125 da Cunha Alegre / PI",Minas Gerais,4537.39,Ensino Médio,4,Divorciado,Educação
55,22/06/1968,"Fazenda da Rocha, 44
Vila Da Amizade
13421637 Cardoso / MT",Rio Grande do Sul,4934.43,Ensino Médio,0,Casado,Indústria
46,26/09/1977,"Passarela de Gonçalves
Nova Pampulha
92425992 Cavalcanti das Pedras / CE",Goiás,9700.74,Ensino Superior,2,Solteiro,Comércio
21,25/03/2003,"Praia Vitor Araújo, 8
São Jorge 3ª Seção
84332875 Cunha da Serra / SP",Rio de Janeiro,5203.41,Ensino Médio,2,Solteiro,Saúde
29,22/05/1994,"Parque Ana Sophia Sales, 632
Lagoinha
63389132 da Conceição / DF",Roraima,3727.79,Ensino Médio,2,Casado,Saúde
36,20/12/1987,"Vale de Aragão, 4
Vila Paris
95852231 Gomes do Sul / PI",Paraná,3301.56,Ensino Médio,1,Divorciado,Indústria
53,07/03/1971,"Conjunto de Martins, 90
Oeste
75178301 Silveira dos Dourados / MA",Roraima,5297.88,Ensino Médio,2,Viúvo,Comércio
22,24/06/2001,"Morro Carolina Peixoto, 997
Distrito Industrial Do Jatoba
74830139 Araújo dos Dourados / AC",Rio Grande do Sul,5421.23,Ensino Médio,1,Solteiro,Comércio
48,05/08/1975,"Feira Azevedo, 1
Vista Alegre
51628-768 Rodrigues da Praia / DF",Paraíba,8137.52,Ensino Médio,0,Divorciado,Saúde
64,02/01/1960,"Ladeira de Araújo, 559
João Pinheiro
57089-963 Vieira / SE",Mato Grosso do Sul,22363.96,Ensino Superior,3,Casado,Tecnologia
34,29/09/1989,"Ladeira Azevedo, 45
Vila Da Luz
94266325 Cardoso / DF",Distrito Federal,3124.84,Ensino Fundamental,1,Solteiro,Educação
27,29/04/1996,"Jardim de Aragão
Santa Inês
66053302 Rodrigues / PI",Acre,11343.81,Pós-graduação,0,Solteiro,Tecnologia
46,05/09/1977,"Esplanada Ana Clara Pereira, 69
São Benedito
44282297 Castro / RS",Espírito Santo,2583.51,Ensino Fundamental,0,Solteiro,Educação
69,01/09/1954,"Parque de da Conceição, 637
Planalto
56768518 Souza de Ramos / MG",Maranhão,4954.43,Ensino Médio,1,Casado,Indústria
54,07/09/1969,"Ladeira Levi Silveira, 22
Nazare
70682846 Duarte de da Rosa / SP",Mato Grosso do Sul,9725.71,Ensino Médio,0,Casado,Educação
59,03/12/1964,"Favela Julia Mendes, 23
Parque São Pedro
49195238 Viana / GO",São Paulo,6577.49,Ensino Médio,1,Solteiro,Educação
59,02/05/1964,"Pátio de Fogaça, 6
Primeiro De Maio
42157-047 Ribeiro / GO",Mato Grosso do Sul,16309.02,Ensino Médio,0,Solteiro,Tecnologia
29,30/12/1994,"Recanto de da Conceição, 635
Etelvina Carneiro
48005833 Moura / PE",Ceará,8288.94,Ensino Médio,0,Solteiro,Tecnologia
28,23/10/1995,"Campo Monteiro, 72
Casa Branca
88280731 Azevedo / PE",Alagoas,5173.58,Ensino Superior,0,Casado,Indústria
54,01/07/1969,"Lagoa Silva, 9
Barão Homem De Melo 3ª Seção
46018403 Fogaça das Pedras / PA",Ceará,8774.41,Ensino Superior,1,Casado,Indústria
34,21/06/1989,"Núcleo Rocha, 29
Vila Madre Gertrudes 4ª Seção
38104493 Cavalcanti do Galho / BA",Goiás,4030.93,Ensino Médio,1,Casado,Indústria
22,17/02/2002,"Distrito Cauê Alves, 55
Jardim Atlântico
34913372 Carvalho / SC",Rondônia,7514.67,Ensino Superior,2,Casado,Indústria
61,13/02/1963,"Aeroporto de Ramos, 43
Vila Piratininga
61693227 Rezende / DF",Mato Grosso do Sul,12358.56,Ensino Médio,1,Casado,Tecnologia
50,23/04/1973,"Jardim Bruna Melo
São Lucas
70512907 Moura da Prata / RN",Acre,7113.23,Ensino Médio,3,Solteiro,Saúde
63,16/09/1960,"Lago Renan Aragão, 30
Vale Do Jatoba
52189594 Peixoto Paulista / SC",Rio Grande do Sul,7170.64,Ensino Médio,0,Solteiro,Saúde
57,20/09/1966,"Aeroporto Larissa Porto, 953
Boa Vista
19497010 Fernandes / MG",Santa Catarina,4160.38,Ensino Fundamental,4,Casado,Saúde
34,22/10/1989,"Setor Luna Novaes, 15
Vila Santa Rosa
52026099 Dias / MS",Piauí,2582.41,Ensino Médio,0,Divorciado,Educação
19,29/07/2004,"Distrito Ribeiro
Vila Suzana Segunda Seção
08099375 Pinto de Almeida / SC",Pernambuco,5805.76,Ensino Superior,0,Casado,Saúde
20,17/02/2004,"Lago de Costa, 20
Brasil Industrial
08539286 Costela / PB",Mato Grosso,5482.8,Ensino Médio,1,Casado,Comércio
29,03/05/1994,"Pátio de Freitas
Boa União 1ª Seção
76082-087 Campos / AM",Rio Grande do Sul,7717.97,Ensino Superior,1,Casado,Tecnologia
37,07/11/1986,"Praça Ana Luiza Moura, 1
Santa Branca
93307-206 Santos da Mata / TO",Rio Grande do Norte,3626.19,Ensino Médio,0,Solteiro,Saúde
53,07/10/1970,"Praia de Santos, 87
Vila Havaí
99892113 da Rocha / AL",Amazonas,5678.22,Ensino Médio,0,Solteiro,Educação
46,05/11/1977,"Praia Correia, 74
Universo
98324589 Cavalcanti do Galho / AP",Bahia,8802.24,Ensino Médio,2,Casado,Indústria
30,20/04/1993,"Área de Souza, 41
Marajó
17673-918 Mendes das Flores / AC",Sergipe,6752.99,Ensino Superior,0,Solteiro,Educação
45,02/08/1978,"Pátio Isaac da Costa, 3
Taquaril
36051586 Costela do Campo / MT",Tocantins,5880.27,Ensino Superior,0,Viúvo,Comércio
44,03/08/1979,"Vale Luana Pires, 283
Ouro Preto
76677818 Azevedo / PR",Alagoas,7519.22,Ensino Médio,0,Solteiro,Tecnologia
48,07/12/1975,"Núcleo Gustavo Henrique Nunes, 38
Beira Linha
14679224 Azevedo / SE",Paraná,7438.2,Ensino Médio,0,Casado,Indústria
20,29/11/2003,"Feira das Neves
Belvedere
60905176 Gonçalves de Campos / PA",Ceará,2888.05,Ensino Médio,3,Casado,Indústria
45,09/11/1978,"Estrada Benjamin Duarte, 15
Ipiranga
69897-419 Lopes / MS",Espírito Santo,3799.03,Ensino Médio,2,Casado,Indústria
